age,bmi,km5_time_seconds,km10_time_seconds,km10_time_minutes,sex
36,20.03506279,1591,,,female
36,27.48573875,1680,3300,55,female
36,20.86985588,1642,,,female
36,20.03506279,,2880,48,female
36,21.51694489,,2340,39,female
36,22.14966202,1275,,,female
36,21.07240105,1530,3227,53.78333333,female
37,22.54975891,1879,4050,67.5,female
37,26.01983452,1617,,,female
37,22.49134827,1625,,,female
37,23.27125931,1267,,,female
37,26.27840805,1563,,,female
37,24.37873268,1616,,,female
37,22.19460106,1467,,,female
37,23.74960518,,2827,47.11666667,female
37,19.24729347,,4740,79,female
37,20.86985588,,3300,55,female
37,25.92195129,2160,,,female
37,24.32528305,2012,4042,67.36666667,female
37,23.00556564,1540,,,female
37,23.46041107,1589,,,female
37,28.19033432,,3760,62.66666667,female
37,22.90478325,1400,3010,50.16666667,female
37,22.90478325,1172,,,female
37,28.05836296,1621,,,female
37,18.24637032,1104,2267,37.78333333,female
37,26.83450317,2354,4380,73,female
38,24.44100571,2180,,,female
38,19.70556259,1427,,,female
38,24.61257362,1530,,,female
38,25.82033348,1760,3868,64.46666667,female
38,21.87164688,1753,,,female
38,24.09897804,1729,,,female
38,28.37952995,1760,,,female
38,28.31078911,,6300,105,female
38,20.86985588,1295,2698,44.96666667,female
38,20.03506279,1175,,,female
38,23.82097435,1755,,,female
38,21.70465088,1220,,,female
38,25.79951668,,4999,83.31666667,female
38,28.81798363,1497,,,female
38,22.01950264,,2824,47.06666667,female
38,23.37423897,,3045,50.75,female
38,20.45331764,1337,,,female
38,24.37873268,,3283,54.71666667,female
38,21.23309135,1530,,,female
38,19.48727608,1501,3235,53.91666667,female
38,33.38068008,2167,4507,75.11666667,female
38,28.31078911,1402,2790,46.5,female
38,17.13261223,1421,,,female
38,33.73579407,1554,,,female
38,20.77922058,1540,,,female
38,24.82368469,1789,3558,59.3,female
38,24.85058212,,2835,47.25,female
38,22.72189331,1405,2752,45.86666667,female
38,22.53944397,1590,,,female
38,19.24001694,,2850,47.5,female
39,24.85795403,,2657,44.28333333,female
39,22.3776226,1741,4260,71,female
39,19.66026878,1444,2913,48.55,female
39,21.34480858,1578,,,female
39,21.66193008,,2773,46.21666667,female
39,24.20903206,1572,3205,53.41666667,female
39,29.16219711,2054,,,female
39,26.6810112,2127,4500,75,female
39,21.70493698,1614,,,female
39,31.84507942,1799,4424,73.73333333,female
39,23.61505508,1535,3183,53.05,female
39,22.0385685,,3686,61.43333333,female
39,26.7320137,1678,,,female
39,21.86121559,1347,,,female
39,30.49033737,1986,4083,68.05,female
40,22.91344261,,2710,45.16666667,female
40,21.38588142,1630,,,female
40,25.04382706,,4140,69,female
40,20.62209892,,2684,44.73333333,female
40,21.62211609,1380,3120,52,female
40,19.66026878,1753,,,female
40,20.0548687,,2970,49.5,female
40,19.79558945,,2805,46.75,female
40,21.07240105,1400,,,female
40,17.21355438,1382,,,female
41,23.16774559,1596,3447,57.45,female
41,25.16514397,1673,3198,53.3,female
41,29.296875,2220,4128,68.8,female
41,22.90478325,1382,,,female
41,22.19460106,,3386,56.43333333,female
41,20.03506279,1285,,,female
41,19.29499054,,2792,46.53333333,female
41,25.97402573,1812,,,female
41,22.3776226,1558,,,female
41,22.91344261,1378,,,female
41,18.91968727,1390,,,female
41,28.34037781,1860,,,female
41,23.61505508,,3983,66.38333333,female
41,30.27149963,2083,4814,80.23333333,female
42,20.41903305,1520,,,female
42,22.03365898,1251,,,female
42,24.70990944,1708,,,female
42,21.86121559,1332,2745,45.75,female
42,24.18745041,1630,3442,57.36666667,female
42,23.00573349,1274,2548,42.46666667,female
42,25.65335846,2292,4440,74,female
42,21.98859215,1535,3256,54.26666667,female
42,31.72218323,1990,,,female
42,19.47665596,,3240,54,female
42,24.61538506,1622,,,female
42,30.10100937,1768,3853,64.21666667,female
42,26.74664688,1505,,,female
42,26.74664688,1505,,,female
43,20.29381943,1514,2878,47.96666667,female
43,21.51694489,,4080,68,female
43,24.94987869,1560,,,female
43,22.72727203,,3109,51.81666667,female
43,20.73756218,1303,2752,45.86666667,female
43,24.55106735,1880,,,female
43,21.49959755,1426,,,female
43,23.97016907,1666,3764,62.73333333,female
43,23.5923233,1680,3420,57,female
43,21.43887711,1385,2782,46.36666667,female
43,21.07240105,1658,3482,58.03333333,female
43,23.75470734,1749,3334,55.56666667,female
43,22.68170738,1794,3780,63,female
43,25.4359169,1623,,,female
44,23.23830032,1628,3366,56.1,female
44,20.86985588,,3060,51,female
44,20.86985588,1462,,,female
44,21.69139481,1336,,,female
44,21.43887711,1361,,,female
44,22.20382309,1330,3051,50.85,female
44,25.96887398,1692,,,female
44,20.03506279,1457,,,female
44,26.98863602,1892,,,female
44,21.68908119,,3287,54.78333333,female
44,18.87354088,,2261,37.68333333,female
44,23.87511635,1454,2654,44.23333333,female
44,37.06486511,2014,,,female
44,22.90478325,1664,3537,58.95,female
45,23.08238602,1535,3259,54.31666667,female
45,25.54157829,,3490,58.16666667,female
45,21.94683647,1392,,,female
45,19.79558945,1244,,,female
45,27.54168892,1937,,,female
45,21.87164688,1708,3729,62.15,female
45,42.08754349,3240,,,female
45,20.9185257,,3014,50.23333333,female
45,22.3776226,1773,,,female
45,22.68170738,1916,,,female
45,20.32689285,1495,,,female
45,20.9276123,1590,3060,51,female
45,33.36734009,2146,4646,77.43333333,female
46,23.12047768,1556,,,female
46,20.31199646,1415,,,female
46,30.42671585,2344,5486,91.43333333,female
46,20.86985588,1440,,,female
46,18.63626671,1248,2620,43.66666667,female
46,21.5684433,1351,,,female
46,21.37924576,1420,3249,54.15,female
46,31.07244301,2163,4147,69.11666667,female
46,20.65626717,1240,,,female
46,34.39236832,1327,,,female
46,21.23309135,1860,4283,71.38333333,female
46,22.01704407,1560,,,female
46,25.05050468,1485,,,female
46,20.41903305,1287,,,female
47,25.04382706,1454,4080,68,female
47,18.32382584,1427,,,female
47,28.04908752,1712,3565,59.41666667,female
47,22.53944397,1525,,,female
47,21.06158638,1678,3814,63.56666667,female
47,32.38358688,,4200,70,female
47,23.74960518,1644,3585,59.75,female
47,18.939394,1740,3360,56,female
47,24.37068939,2165,,,female
47,21.19005013,,3266,54.43333333,female
47,25.66305733,1888,,,female
48,26.63352203,,3404,56.73333333,female
48,20.41903305,1237,,,female
48,23.08238602,1803,,,female
48,25.92195129,1894,,,female
48,21.83948898,1503,,,female
48,24.50284004,1380,,,female
48,19.17613602,1240,2635,43.91666667,female
48,26.1091671,1862,,,female
48,20.25152397,1560,,,female
49,20.522686,1285,,,female
49,19.53418541,1350,,,female
49,22.68170738,1764,,,female
49,22.3776226,,2588,43.13333333,female
50,25.08859825,1638,,,female
50,25.74573708,1647,3298,54.96666667,female
51,22.20552635,,3290,54.83333333,female
51,17.56697464,1282,,,female
51,22.53944397,1732,,,female
51,19.53125,,3067,51.11666667,female
51,22.37215805,1544,3115,51.91666667,female
51,23.49176788,,2841,47.35,female
51,25.74573708,1745,3430,57.16666667,female
51,18.95542717,1500,3085,51.41666667,female
51,32.36148453,2088,,,female
52,20.522686,1419,,,female
52,24.85795403,,3480,58,female
52,25.01771355,1740,3720,62,female
52,18.95542717,1741,,,female
52,21.03681564,1370,,,female
53,25.82033348,,3750,62.5,female
53,21.70465088,,3060,51,female
53,22.82828331,1815,,,female
54,20.44668007,,3074,51.23333333,female
54,19.27918243,,3275,54.58333333,female
54,24.21719933,1698,3623,60.38333333,female
54,22.33406639,,2895,48.25,female
54,29.26304436,1680,,,female
55,19.66026878,,2850,47.5,female
55,26.63352203,2426,4445,74.08333333,female
55,21.30681801,1323,,,female
56,22.51829529,1920,,,female
56,21.38588142,,4440,74,female
57,22.54971504,1400,,,female
57,20.77414703,1740,3660,61,female
57,35.36498642,2700,,,female
58,19.20026779,,3484,58.06666667,female
58,18.87385941,,3120,52,female
59,21.37924576,,3540,59,female
59,20.15620995,1274,,,female
60,19.53125,1665,3550,59.16666667,female
62,27.36312485,1956,4014,66.9,female
62,24.43136024,2280,,,female
63,21.03681564,,4140,69,female
67,23.2189579,1262,,,female
